"datestamp","Fund","US.Pure.Growth","US.Pure.Value","US.Pure.Momentum","US.Pure.Size","RMRF"
"2012-05-31",-0.156976744186046,-0.00304289126596735,-0.00369890382850058,0.00803688374286149,-0.00103016719335125,-0.0603597382066519
"2012-06-29",0.0787356321839081,-0.00380220215215055,0.00230797720025655,-0.00118500654872034,-0.00259200936467896,NA
"2012-07-31",0.0229088971763451,-0.00436046511627919,0.00803002924516805,0.00950170676879525,0.00233328210358641,0.0136039708062778
"2012-08-31",0.000520833333333304,0.00389644488788532,0.00622711768939532,-0.00132988319708038,-0.00161695009757457,0.0222453463639158
"2012-09-28",0.0681936491410724,-0.000648630552591345,0.00350967604357333,-0.00455239904203497,-6.98090025689213e-05,NA
"2012-10-31",-0.0116959064327485,-0.00124576022779621,0.00772527248740484,0.00262363762690421,0.00117287312026138,-0.0187231427619313
"2012-11-30",-0.0335305719921104,-0.00189717520046118,0.00294341180967095,-0.00251334243514967,-0.00163173088992086,0.00562077826723195
"2012-12-31",0.0632653061224491,-0.00214231706292523,0.00954458446672546,-0.00648064619819366,-0.00157852093984856,0.00893572059894931
"2013-01-31",0.0633397312859885,-0.00413597137444754,0.00849112271993602,-0.00255698421975448,-0.000111930379304126,0.0516174837249475
"2013-02-28",-0.00541516245487361,0.00305409661090383,0.00192313483885687,0.00703142166556803,-0.00359616595536272,0.0134102122986501
"2013-03-29",-0.0199637023593466,-0.00165409414640305,0.0049209893507387,0.00656671134524078,-0.00249971913268188,NA
"2013-04-30",-0.0333333333333333,0.00205785202460973,-0.00187585994718553,-0.00226064516129043,0.00803885682106165,0.01910158198495
"2013-05-31",0.0210727969348659,-0.0016007751121595,0.00603629482805124,0.00559716934282406,0.000754179410902056,0.0232380973481061
"2013-06-28",-0.0694183864915572,0.00617075589122584,0.00110639710294191,0.000915666121382275,-0.00626613634777751,NA
"2013-07-31",0.090725806451613,0.00202333651336128,0.00442069736500916,0.0045330263347243,-0.003960340420751,0.0507279262455238
"2013-08-30",-0.0623844731977818,0.0130362000418498,-0.00224717199118052,-0.00151442283094749,0.00159325475156513,NA
"2013-09-30",0.0566781665845244,-0.000640323879949611,-0.00120458420637404,0.0120927658615071,-0.0057997944733027,0.0311998012383712
"2013-10-31",0.0783582089552239,0.000568393204084305,0.00907500360961766,0.0122520479146204,0.00421946902654868,0.0458219871753753
"2013-11-29",-0.0346020761245674,-0.00811824125429927,0.0109965953900992,-0.00139043103362058,-0.00304555644854276,NA
"2013-12-31",-0.0403225806451613,0.00455051909239534,0.00202304439042256,0.00153260542922973,0.00551571980143395,0.0251921783447844
"2014-01-31",-0.0774976657329598,0.0117549497253031,-0.000918086723884382,0.00359061040376862,0.000998635666765058,-0.0347278444495063
"2014-02-28",-0.00455465587044535,-0.00344248186549734,0.000158006128974542,0.0095074844033407,0.00306317446043169,0.0456270152649723
"2014-03-31",-0.0320284697508897,-0.00545914380885792,0.0230985095724114,-0.00608118780603384,-0.00235340262796635,0.00826502829664877
"2014-04-30",-0.00525210084033612,-0.000196408819789773,0.0082002186183161,-0.00786650774731823,0.00550422645960302,0.00725953300077187
"2014-05-30",0.0982048574445618,0.00250211956409352,0.00463505959074428,0.00312349831811631,0.00620025136154156,NA
"2014-06-30",0.0158653846153847,0.00430074257425739,-0.00138410247975007,0.0023752495009981,-0.00946512337968741,0.0205310105069174
"2014-07-31",-0.0572645527685754,0.00135555624017991,0.00931647074893349,-0.00197136541946275,0.0134646640138991,-0.0139036399365261
"2014-08-29",-0.0572289156626506,0.000943502651037376,-0.00069258417484952,-0.00133679169992018,-0.00237789114235554,NA
"2014-09-30",-0.0175718849840255,0.00738721939324405,-0.00661995785851144,0.0040956586018821,0.0123751056664956,-0.014148113358364
"2014-10-31",-0.0119241192411924,-0.00398690018510617,0.00181237143991297,-0.00513351108281268,-0.0143592411093164,0.0242929607635662
"2014-11-28",-0.0367526055951728,-0.00672929643622988,-0.00648391628543632,0.00358000000000014,0.00817998750086812,NA
"2014-12-31",-0.0979498861047836,-0.00331033915555512,0.00671557311998194,0.00261065385918413,-0.00665344243325905,-0.00261806819407984
"2015-01-30",0.0101010101010102,0.00252710187830729,-0.0125772321285654,0.016626913138541,-0.00251001927583872,NA
"2015-02-27",0.10375,0.00336440521019821,0.00435658330395183,-0.0137057276646496,0.000611705825107833,NA
"2015-03-31",-0.0169875424688561,0.00328134453092144,0.00317558952176511,0.010258595910438,-0.0115597299024649,-0.0159540131375608
"2015-04-30",0.0725806451612903,0.00346480514303815,0.00222030046457378,-0.0176696819261033,0.0105704084788172,0.00946284579835943
"2015-05-29",-0.00375939849624063,-0.00609085353432459,0.000830768119373548,0.0187965043695382,0.000765015161209526,NA
"2015-06-30",-0.0959568733153638,0.008198233280728,-0.0025503861669619,0.00678384816728261,-0.00728293652448264,-0.0195106273861463
"2015-07-31",-0.00775193798449614,0.00950377101502298,-0.00481631274674554,0.0233887379623949,0.0121806090304515,0.020826980216508
"2015-08-31",-0.119591346153846,-0.00488335330305978,0.00177749050658482,-0.00758318189170415,-0.00266961753924899,-0.0604790420084538
"2015-09-30",0.00204778156996577,-0.00330864497328809,-0.00130252439712886,0.0184556680472465,0.00575573493106973,-0.0249278734341166
"2015-10-30",0.100817438692098,-0.0116643825186539,-0.00265286262855491,-0.00816161311882824,0.00198574127445994,NA
"2015-11-30",0.0488861386138615,-0.00489954394182179,0.00114979757085032,0.0026480135153093,-0.00884931393732546,0.00290075619964147
"2015-12-31",-0.0483775811209439,0.00834030078758041,-0.00852461137801064,-0.00163762175670434,0.00946985475853257,-0.0157522215501356
"2016-01-29",-0.0533168009919405,-0.00262061482080533,0.0014928051685319,0.00497781317556045,-0.000797799174690583,NA
"2016-02-29",0.0635232481990831,-0.00206299842965785,0.00261869659773062,-0.0191805119205987,-0.0027394620192176,-0.0016385465562424
"2016-03-31",0.0905172413793103,-0.00929754191093279,0.00151918272843599,-0.0184494036167756,-0.00621178029623293,0.0674756504875178
"2016-04-29",0.0344438170525128,-0.00360235035192991,-0.00708552516841821,-0.0136316418729543,-0.00152792632617049,NA
"2016-05-31",-0.0327510917030568,0.000948124068806733,0.00170334787510429,0.00660698850483343,-0.000472990832324771,0.0176746602392113
"2016-06-30",0.0490970654627541,0.00374726761736222,-0.0122334634158277,0.00847842394093723,-0.00208771172876454,0.00218495652569928
"2016-07-29",0.0478752017213555,-0.00181478792906775,0.00410355490052794,-0.0110398825544409,-0.0011297228692172,NA
"2016-08-31",0.0308008213552362,-8.31125655809117e-05,0.00626996624496856,-0.00992607400516587,-0.00085174118238418,0.00108309124241557
"2016-09-30",0.049800796812749,-0.0048624892204433,-0.00208377596548281,0.00452800767662231,-0.00306049722598778,-0.000252844826909238
"2016-10-31",0.0664136622390892,0.00337234675659603,0.0112226598645582,0.00040797237728496,0.00881718018447386,-0.0186799843026972
"2016-11-30",-0.0102313167259787,-0.0160246404861502,0.0238765239149887,-0.00129304342636616,-0.0124640460210929,0.036622005310939
"2016-12-30",0.0696629213483146,0.00126900869270963,0.0085140543191129,-0.0078977770695563,-0.00395384831855927,NA
"2017-01-31",0.0100840336134453,0.00166874379501913,-0.00903818781393495,-0.000672589469457363,0.00913983811044083,0.0184551853224668
"2017-02-28",0.0378535773710482,-0.00207718262336565,-0.00273420806888136,-0.00380720858279415,0.00468951229072179,0.0392235738064288
"2017-03-31",0.0196392785571142,0.00272603362108148,-0.00261473695904912,0.00469904909800434,-0.0018809825695616,0.000673920417805673
"2017-04-28",0.0196540880503144,-0.000242357825523509,-0.00229538456642298,0.00119435941185331,-0.00110279747612929,NA
"2017-05-31",0.0131071703932151,0.00695630177701889,-0.020662129132326,-0.00093229344186696,0.0129547074360299,0.0134710186011833
"2017-06-30",-0.0361491628614916,-0.00278423245200854,0.00706390082038966,-0.00653214396805168,-0.00448374813751995,0.00569940781267464
"2017-07-31",0.0236873272799052,-0.000913174909732195,0.00287851222963398,0.00655489344510651,0.00322898044595954,0.019850919926065
"2017-08-31",0.0466640956421134,0.00147081998214005,-0.0119365319960332,0.00871973429394224,0.0063542932920766,0.00234420122817358
"2017-09-29",0.00884303610906412,-0.00682926829268293,0.00854341679552495,0.00274550374025151,-0.011736122549827,NA
"2017-10-31",0.0219138056975894,0.00439402581490156,-0.00355994255547232,0.016725526764811,0.0035695931774935,0.0226570908241619
"2017-11-30",-0.00464617583988558,-0.00385950152487113,0.00141688488317793,-0.0023612059713144,-0.00282337310045111,0.0300638940896079
"2017-12-29",0.01508078994614,0.000422283922595357,0.00298787013913682,-0.00068460996792119,0.00408049965301882,NA
"2018-01-31",0.0937389458790236,0.00101305361797333,-0.0104567079356996,0.0121356847853746,0.011694128054849,0.0564276313000909
"2018-02-28",-0.00776196636481241,0.00705257276589455,-0.00687869157809595,0.00479607031657925,0.000286924443229974,-0.0374147399837741
"2018-03-30",-0.0860495436766623,0.00212503140440501,0.0013778636943198,0.00270415920857636,-0.0140416057696248,NA
"2018-04-30",-0.0156918687589158,-0.00179670117307862,-0.00838724251945866,0.00121886846777675,-0.00130224568111614,0.00265573293473209
"2018-05-31",-0.0521739130434783,-0.000219759520296403,-0.00328054907775976,0.00946109162017583,-0.0110280347903285,0.0227142529558431
"2018-06-29",-0.00458715596330272,-0.000931566497100578,-0.00679463577012107,-0.0128763923311397,-0.00367492355597943,NA
"2018-07-31",0.0476190476190477,-0.00190677744135614,-0.000640178078294307,-0.0052908525968467,0.00147820700529322,0.0359344189063919
